job_id,title,sector,description,required_skills,experience_level,company_type,location
JOB_04523,Senior Site Reliability Engineer,Bulut Bilişim,"Bulut Bilişim sektöründe faaliyet gösteren Teknoloji Devi'ümüz için Senior Site Reliability Engineer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Azure, Serverless Architecture, Cloud Security, Docker, S3 konularında deneyim. Ayrıca AWS, Google Cloud, Lambda, Terraform teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Azure, Serverless Architecture, Cloud Security, Docker, S3, AWS, Google Cloud, Lambda, Terraform",Senior,Teknoloji Devi,İstanbul
JOB_04524,Lead Digital Marketing Specialist,E-Ticaret,"Lead seviyede Digital Marketing Specialist pozisyonu için başvuruları kabul ediyoruz. Danışmanlık Firması olarak E-Ticaret alanında öncü projeler geliştiriyoruz. Aranan nitelikler: A/B Testing, Shopify, SEO, Inventory Management, Payment Integration, User Experience Design, Google Analytics, Conversion Optimization, CRM. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","A/B Testing, Shopify, SEO, Inventory Management, Payment Integration, User Experience Design, Google Analytics, Conversion Optimization, CRM",Lead,Danışmanlık Firması,Ankara
JOB_04525,Junior Software Architect,Yazılım Geliştirme,"Startup bünyesinde görev yapacak Junior seviye Software Architect arıyoruz. Yazılım Geliştirme alanında deneyimli, PostgreSQL, Python, CI/CD teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: PostgreSQL, Python, CI/CD, REST API, Docker, GraphQL, Kubernetes. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","PostgreSQL, Python, CI/CD, REST API, Docker, GraphQL, Kubernetes",Junior,Startup,İzmir
JOB_04526,Senior Bioinformatics Scientist,Sağlık Teknolojileri,"Scale-up bünyesinde görev yapacak Senior seviye Bioinformatics Scientist arıyoruz. Sağlık Teknolojileri alanında deneyimli, Telemedicine Platforms, Medical Imaging, Clinical Data Management teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Telemedicine Platforms, Medical Imaging, Clinical Data Management, FHIR, Python. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Telemedicine Platforms, Medical Imaging, Clinical Data Management, FHIR, Python",Senior,Scale-up,Ankara
JOB_04527,Junior Kubernetes Engineer,Bulut Bilişim,"Junior seviyede Kubernetes Engineer pozisyonu için başvuruları kabul ediyoruz. Uluslararası Şirket olarak Bulut Bilişim alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Terraform, Kubernetes, EC2, Cost Optimization, Google Cloud. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Terraform, Kubernetes, EC2, Cost Optimization, Google Cloud",Junior,Uluslararası Şirket,Ankara
JOB_04528,Lead Penetration Tester,Siber Güvenlik,"Lead seviyede Penetration Tester pozisyonu için başvuruları kabul ediyoruz. Scale-up olarak Siber Güvenlik alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Cryptography, Burp Suite, SIEM, Wireshark, Penetration Testing, Vulnerability Assessment, Firewall, Network Security. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Cryptography, Burp Suite, SIEM, Wireshark, Penetration Testing, Vulnerability Assessment, Firewall, Network Security",Lead,Scale-up,Ankara
JOB_04529,Junior Kubernetes Engineer,Bulut Bilişim,"Junior seviyede Kubernetes Engineer pozisyonu için başvuruları kabul ediyoruz. Kurumsal Firma olarak Bulut Bilişim alanında öncü projeler geliştiriyoruz. Aranan nitelikler: EC2, Serverless Architecture, Google Cloud, Cloud Security, Terraform, Cost Optimization, Azure, Lambda, Docker. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","EC2, Serverless Architecture, Google Cloud, Cloud Security, Terraform, Cost Optimization, Azure, Lambda, Docker",Junior,Kurumsal Firma,İzmir
JOB_04530,Junior Telemedicine Developer,Sağlık Teknolojileri,"Teknoloji Devi bünyesinde görev yapacak Junior seviye Telemedicine Developer arıyoruz. Sağlık Teknolojileri alanında deneyimli, Telemedicine Platforms, R, FHIR teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Telemedicine Platforms, R, FHIR, HL7, HIPAA Compliance, Python, Electronic Health Records, Bioinformatics, Medical Imaging. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Telemedicine Platforms, R, FHIR, HL7, HIPAA Compliance, Python, Electronic Health Records, Bioinformatics, Medical Imaging",Junior,Teknoloji Devi,Ankara
JOB_04531,Senior SOC Analyst,Siber Güvenlik,"Danışmanlık Firması bünyesinde görev yapacak Senior seviye SOC Analyst arıyoruz. Siber Güvenlik alanında deneyimli, Penetration Testing, Cryptography, Security Auditing teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Penetration Testing, Cryptography, Security Auditing, Kali Linux, Wireshark, SIEM, Firewall. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Penetration Testing, Cryptography, Security Auditing, Kali Linux, Wireshark, SIEM, Firewall",Senior,Danışmanlık Firması,Ankara
JOB_04532,Junior Game Developer,Oyun Geliştirme,"Junior seviyede Game Developer pozisyonu için başvuruları kabul ediyoruz. Ar-Ge Merkezi olarak Oyun Geliştirme alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Multiplayer Systems, Game AI, Animation, Shader Programming, 3D Modeling, Game Physics, C#, Unreal Engine, Performance Optimization. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Multiplayer Systems, Game AI, Animation, Shader Programming, 3D Modeling, Game Physics, C#, Unreal Engine, Performance Optimization",Junior,Ar-Ge Merkezi,İzmir
JOB_04533,Lead FPGA Developer,IoT ve Gömülü Sistemler,"Lead seviyede FPGA Developer pozisyonu için başvuruları kabul ediyoruz. Scale-up olarak IoT ve Gömülü Sistemler alanında öncü projeler geliştiriyoruz. Aranan nitelikler: MQTT, RTOS, Arduino, Circuit Design, Raspberry Pi. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","MQTT, RTOS, Arduino, Circuit Design, Raspberry Pi",Lead,Scale-up,İstanbul
JOB_04534,Lead AWS Solutions Architect,Bulut Bilişim,"Ar-Ge Merkezi bünyesinde görev yapacak Lead seviye AWS Solutions Architect arıyoruz. Bulut Bilişim alanında deneyimli, Terraform, Google Cloud, AWS teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Terraform, Google Cloud, AWS, Serverless Architecture, Lambda, CloudFormation, EC2, Kubernetes, Docker. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Terraform, Google Cloud, AWS, Serverless Architecture, Lambda, CloudFormation, EC2, Kubernetes, Docker",Lead,Ar-Ge Merkezi,İstanbul
JOB_04535,Mid-Level Game Designer,Oyun Geliştirme,"Uluslararası Şirket bünyesinde görev yapacak Mid-Level seviye Game Designer arıyoruz. Oyun Geliştirme alanında deneyimli, Shader Programming, Blender, Multiplayer Systems teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Shader Programming, Blender, Multiplayer Systems, Animation, Performance Optimization, C++, Unity, C#, Game Physics, Game AI, 3D Modeling. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Shader Programming, Blender, Multiplayer Systems, Animation, Performance Optimization, C++, Unity, C#, Game Physics, Game AI, 3D Modeling",Mid-Level,Uluslararası Şirket,İzmir
JOB_04536,Mid-Level CISO,Siber Güvenlik,"Siber Güvenlik sektöründe faaliyet gösteren Uluslararası Şirket'ümüz için Mid-Level CISO pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: SIEM, Firewall, OWASP, Cryptography, Network Security konularında deneyim. Ayrıca  teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","SIEM, Firewall, OWASP, Cryptography, Network Security",Mid-Level,Uluslararası Şirket,Remote
JOB_04537,Senior FPGA Developer,IoT ve Gömülü Sistemler,"Danışmanlık Firması bünyesinde görev yapacak Senior seviye FPGA Developer arıyoruz. IoT ve Gömülü Sistemler alanında deneyimli, Embedded Linux, C++, Sensor Integration teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Embedded Linux, C++, Sensor Integration, Python, RTOS, PCB Design, Circuit Design, Raspberry Pi, C, MQTT, Wireless Communication, Microcontrollers. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Embedded Linux, C++, Sensor Integration, Python, RTOS, PCB Design, Circuit Design, Raspberry Pi, C, MQTT, Wireless Communication, Microcontrollers",Senior,Danışmanlık Firması,İzmir
JOB_04538,Principal Cloud Engineer,Bulut Bilişim,"Bulut Bilişim sektöründe faaliyet gösteren Ar-Ge Merkezi'ümüz için Principal Cloud Engineer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Google Cloud, Cost Optimization, Docker, Cloud Security, S3 konularında deneyim. Ayrıca Kubernetes, Terraform, AWS, Lambda, Azure teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Google Cloud, Cost Optimization, Docker, Cloud Security, S3, Kubernetes, Terraform, AWS, Lambda, Azure",Principal,Ar-Ge Merkezi,Ankara
JOB_04539,Lead Full Stack Developer,Yazılım Geliştirme,"Yazılım Geliştirme sektöründe faaliyet gösteren Ar-Ge Merkezi'ümüz için Lead Full Stack Developer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Java, C++, Agile, React, REST API konularında deneyim. Ayrıca  teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Java, C++, Agile, React, REST API",Lead,Ar-Ge Merkezi,İzmir
JOB_04540,Lead Telemedicine Developer,Sağlık Teknolojileri,"Lead seviyede Telemedicine Developer pozisyonu için başvuruları kabul ediyoruz. Ar-Ge Merkezi olarak Sağlık Teknolojileri alanında öncü projeler geliştiriyoruz. Aranan nitelikler: R, Electronic Health Records, Bioinformatics, HL7, Python, Clinical Data Management, HIPAA Compliance. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","R, Electronic Health Records, Bioinformatics, HL7, Python, Clinical Data Management, HIPAA Compliance",Lead,Ar-Ge Merkezi,İzmir
JOB_04541,Principal Blockchain Developer,Finans Teknolojileri,"Finans Teknolojileri sektöründe faaliyet gösteren Ar-Ge Merkezi'ümüz için Principal Blockchain Developer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Payment Gateway Integration, Regulatory Compliance, Python, Financial Analysis, SQL konularında deneyim. Ayrıca Risk Modeling, Smart Contracts, Solidity, Blockchain teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Payment Gateway Integration, Regulatory Compliance, Python, Financial Analysis, SQL, Risk Modeling, Smart Contracts, Solidity, Blockchain",Principal,Ar-Ge Merkezi,Hybrid
JOB_04542,Mid-Level Cloud Engineer,Bulut Bilişim,"Startup bünyesinde görev yapacak Mid-Level seviye Cloud Engineer arıyoruz. Bulut Bilişim alanında deneyimli, Docker, CloudFormation, Google Cloud teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Docker, CloudFormation, Google Cloud, Terraform, AWS, EC2, Cost Optimization. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Docker, CloudFormation, Google Cloud, Terraform, AWS, EC2, Cost Optimization",Mid-Level,Startup,Ankara
JOB_04543,Principal Fintech Developer,Finans Teknolojileri,"Uluslararası Şirket bünyesinde görev yapacak Principal seviye Fintech Developer arıyoruz. Finans Teknolojileri alanında deneyimli, Java, Risk Modeling, Regulatory Compliance teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Java, Risk Modeling, Regulatory Compliance, Python, Algorithmic Trading, SQL, Solidity, Payment Gateway Integration, Financial Analysis, Blockchain, Smart Contracts. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Java, Risk Modeling, Regulatory Compliance, Python, Algorithmic Trading, SQL, Solidity, Payment Gateway Integration, Financial Analysis, Blockchain, Smart Contracts",Principal,Uluslararası Şirket,İzmir
JOB_04544,Junior Quantitative Analyst,Finans Teknolojileri,"Finans Teknolojileri sektöründe faaliyet gösteren Ar-Ge Merkezi'ümüz için Junior Quantitative Analyst pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Financial Analysis, Smart Contracts, Java, Blockchain, Risk Modeling konularında deneyim. Ayrıca Solidity teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Financial Analysis, Smart Contracts, Java, Blockchain, Risk Modeling, Solidity",Junior,Ar-Ge Merkezi,İstanbul
JOB_04545,Principal Risk Analyst,Finans Teknolojileri,"Principal seviyede Risk Analyst pozisyonu için başvuruları kabul ediyoruz. Danışmanlık Firması olarak Finans Teknolojileri alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Payment Gateway Integration, Java, SQL, Financial Analysis, Risk Modeling, Blockchain, Solidity, Smart Contracts, Python, Algorithmic Trading, Regulatory Compliance. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Payment Gateway Integration, Java, SQL, Financial Analysis, Risk Modeling, Blockchain, Solidity, Smart Contracts, Python, Algorithmic Trading, Regulatory Compliance",Principal,Danışmanlık Firması,Hybrid
JOB_04546,Principal Research Scientist,Yapay Zeka,"Yapay Zeka sektöründe faaliyet gösteren Startup'ümüz için Principal Research Scientist pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Hugging Face, NLP, Keras, MLOps, Reinforcement Learning konularında deneyim. Ayrıca Deep Learning, Feature Engineering teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Hugging Face, NLP, Keras, MLOps, Reinforcement Learning, Deep Learning, Feature Engineering",Principal,Startup,Ankara
JOB_04547,Junior IoT Engineer,IoT ve Gömülü Sistemler,"Uluslararası Şirket bünyesinde görev yapacak Junior seviye IoT Engineer arıyoruz. IoT ve Gömülü Sistemler alanında deneyimli, C, Arduino, Embedded Linux teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: C, Arduino, Embedded Linux, RTOS, Circuit Design, Wireless Communication, C++. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","C, Arduino, Embedded Linux, RTOS, Circuit Design, Wireless Communication, C++",Junior,Uluslararası Şirket,Ankara
JOB_04548,Lead Cloud Engineer,Bulut Bilişim,"Bulut Bilişim sektöründe faaliyet gösteren Teknoloji Devi'ümüz için Lead Cloud Engineer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: CloudFormation, Docker, EC2, Lambda, S3 konularında deneyim. Ayrıca AWS teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","CloudFormation, Docker, EC2, Lambda, S3, AWS",Lead,Teknoloji Devi,Remote
JOB_04549,Lead Robotics Engineer,IoT ve Gömülü Sistemler,"IoT ve Gömülü Sistemler sektöründe faaliyet gösteren Ar-Ge Merkezi'ümüz için Lead Robotics Engineer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Arduino, Microcontrollers, Sensor Integration, C++, Wireless Communication konularında deneyim. Ayrıca Raspberry Pi, C, Embedded Linux, RTOS teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Arduino, Microcontrollers, Sensor Integration, C++, Wireless Communication, Raspberry Pi, C, Embedded Linux, RTOS",Lead,Ar-Ge Merkezi,İzmir
JOB_04550,Mid-Level Research Scientist,Yapay Zeka,"Mid-Level seviyede Research Scientist pozisyonu için başvuruları kabul ediyoruz. Kurumsal Firma olarak Yapay Zeka alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Hugging Face, Computer Vision, Keras, Python, TensorFlow, NLP, MLOps, Feature Engineering, Reinforcement Learning, PyTorch. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Hugging Face, Computer Vision, Keras, Python, TensorFlow, NLP, MLOps, Feature Engineering, Reinforcement Learning, PyTorch",Mid-Level,Kurumsal Firma,İzmir
JOB_04551,Junior NLP Engineer,Yapay Zeka,"Scale-up bünyesinde görev yapacak Junior seviye NLP Engineer arıyoruz. Yapay Zeka alanında deneyimli, Reinforcement Learning, MLOps, Computer Vision teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Reinforcement Learning, MLOps, Computer Vision, PyTorch, Model Deployment, BERT, Feature Engineering. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Reinforcement Learning, MLOps, Computer Vision, PyTorch, Model Deployment, BERT, Feature Engineering",Junior,Scale-up,İzmir
JOB_04552,Mid-Level Research Scientist,Yapay Zeka,"Scale-up bünyesinde görev yapacak Mid-Level seviye Research Scientist arıyoruz. Yapay Zeka alanında deneyimli, Feature Engineering, TensorFlow, MLOps teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Feature Engineering, TensorFlow, MLOps, Transformers, Keras, Model Deployment. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Feature Engineering, TensorFlow, MLOps, Transformers, Keras, Model Deployment",Mid-Level,Scale-up,Remote
JOB_04553,Principal Medical Software Engineer,Sağlık Teknolojileri,"Sağlık Teknolojileri sektöründe faaliyet gösteren Scale-up'ümüz için Principal Medical Software Engineer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: R, Telemedicine Platforms, Bioinformatics, Python, HIPAA Compliance konularında deneyim. Ayrıca Electronic Health Records, FHIR, Clinical Data Management teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","R, Telemedicine Platforms, Bioinformatics, Python, HIPAA Compliance, Electronic Health Records, FHIR, Clinical Data Management",Principal,Scale-up,Remote
JOB_04554,Principal Analytics Manager,Veri Bilimi,"Veri Bilimi sektöründe faaliyet gösteren Teknoloji Devi'ümüz için Principal Analytics Manager pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Data Visualization, Python, Scikit-learn, Pandas, Hadoop konularında deneyim. Ayrıca NumPy, TensorFlow, A/B Testing, PyTorch teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Data Visualization, Python, Scikit-learn, Pandas, Hadoop, NumPy, TensorFlow, A/B Testing, PyTorch",Principal,Teknoloji Devi,İstanbul
JOB_04555,Principal Hardware Engineer,IoT ve Gömülü Sistemler,"IoT ve Gömülü Sistemler sektöründe faaliyet gösteren Scale-up'ümüz için Principal Hardware Engineer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: PCB Design, Wireless Communication, Circuit Design, Embedded Linux, Microcontrollers konularında deneyim. Ayrıca RTOS, C, MQTT, Python teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","PCB Design, Wireless Communication, Circuit Design, Embedded Linux, Microcontrollers, RTOS, C, MQTT, Python",Principal,Scale-up,Ankara
JOB_04556,Principal Embedded Systems Developer,IoT ve Gömülü Sistemler,"Startup bünyesinde görev yapacak Principal seviye Embedded Systems Developer arıyoruz. IoT ve Gömülü Sistemler alanında deneyimli, RTOS, MQTT, Embedded Linux teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: RTOS, MQTT, Embedded Linux, C, Raspberry Pi, PCB Design, Wireless Communication, Arduino, Sensor Integration, Circuit Design, Microcontrollers, Python. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","RTOS, MQTT, Embedded Linux, C, Raspberry Pi, PCB Design, Wireless Communication, Arduino, Sensor Integration, Circuit Design, Microcontrollers, Python",Principal,Startup,İstanbul
JOB_04557,Lead Technical Artist,Oyun Geliştirme,"Teknoloji Devi bünyesinde görev yapacak Lead seviye Technical Artist arıyoruz. Oyun Geliştirme alanında deneyimli, Unreal Engine, Multiplayer Systems, C# teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Unreal Engine, Multiplayer Systems, C#, Game Physics, C++, Shader Programming, Blender, Game AI. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Unreal Engine, Multiplayer Systems, C#, Game Physics, C++, Shader Programming, Blender, Game AI",Lead,Teknoloji Devi,Hybrid
JOB_04558,Junior Cloud Security Specialist,Bulut Bilişim,"Junior seviyede Cloud Security Specialist pozisyonu için başvuruları kabul ediyoruz. Scale-up olarak Bulut Bilişim alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Google Cloud, Kubernetes, AWS, EC2, Azure, Terraform, CloudFormation. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Google Cloud, Kubernetes, AWS, EC2, Azure, Terraform, CloudFormation",Junior,Scale-up,Ankara
JOB_04559,Senior Research Scientist,Yapay Zeka,"Yapay Zeka sektöründe faaliyet gösteren Danışmanlık Firması'ümüz için Senior Research Scientist pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Feature Engineering, BERT, Transformers, Reinforcement Learning, Hugging Face konularında deneyim. Ayrıca Model Deployment, Deep Learning, Computer Vision, TensorFlow teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Feature Engineering, BERT, Transformers, Reinforcement Learning, Hugging Face, Model Deployment, Deep Learning, Computer Vision, TensorFlow",Senior,Danışmanlık Firması,Hybrid
JOB_04560,Principal Technical Artist,Oyun Geliştirme,"Ar-Ge Merkezi bünyesinde görev yapacak Principal seviye Technical Artist arıyoruz. Oyun Geliştirme alanında deneyimli, 3D Modeling, Performance Optimization, Shader Programming teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: 3D Modeling, Performance Optimization, Shader Programming, Game AI, Unreal Engine, C++, C#. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","3D Modeling, Performance Optimization, Shader Programming, Game AI, Unreal Engine, C++, C#",Principal,Ar-Ge Merkezi,Remote
JOB_04561,Lead Clinical Data Analyst,Sağlık Teknolojileri,"Sağlık Teknolojileri sektöründe faaliyet gösteren Uluslararası Şirket'ümüz için Lead Clinical Data Analyst pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Telemedicine Platforms, HIPAA Compliance, Medical Imaging, Python, HL7 konularında deneyim. Ayrıca Electronic Health Records, Bioinformatics, Clinical Data Management, FHIR teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Telemedicine Platforms, HIPAA Compliance, Medical Imaging, Python, HL7, Electronic Health Records, Bioinformatics, Clinical Data Management, FHIR",Lead,Uluslararası Şirket,Hybrid
JOB_04562,Mid-Level AWS Solutions Architect,Bulut Bilişim,"Uluslararası Şirket bünyesinde görev yapacak Mid-Level seviye AWS Solutions Architect arıyoruz. Bulut Bilişim alanında deneyimli, Azure, EC2, Google Cloud teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Azure, EC2, Google Cloud, Kubernetes, Terraform, AWS, Docker, Cloud Security, Lambda, CloudFormation, Serverless Architecture. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Azure, EC2, Google Cloud, Kubernetes, Terraform, AWS, Docker, Cloud Security, Lambda, CloudFormation, Serverless Architecture",Mid-Level,Uluslararası Şirket,Hybrid
JOB_04563,Principal Data Analyst,Veri Bilimi,"Veri Bilimi sektöründe faaliyet gösteren Startup'ümüz için Principal Data Analyst pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: SQL, A/B Testing, TensorFlow, Pandas, Scikit-learn konularında deneyim. Ayrıca Tableau, R teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","SQL, A/B Testing, TensorFlow, Pandas, Scikit-learn, Tableau, R",Principal,Startup,Remote
JOB_04564,Junior Game Developer,Oyun Geliştirme,"Oyun Geliştirme sektöründe faaliyet gösteren Scale-up'ümüz için Junior Game Developer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: C#, Performance Optimization, Blender, Unreal Engine, C++ konularında deneyim. Ayrıca Multiplayer Systems, Animation, Shader Programming, Game Physics, Game AI, 3D Modeling teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","C#, Performance Optimization, Blender, Unreal Engine, C++, Multiplayer Systems, Animation, Shader Programming, Game Physics, Game AI, 3D Modeling",Junior,Scale-up,Ankara
JOB_04565,Mid-Level Technical Artist,Oyun Geliştirme,"Ar-Ge Merkezi bünyesinde görev yapacak Mid-Level seviye Technical Artist arıyoruz. Oyun Geliştirme alanında deneyimli, Multiplayer Systems, 3D Modeling, Unity teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Multiplayer Systems, 3D Modeling, Unity, Unreal Engine, C#, Shader Programming, Blender. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Multiplayer Systems, 3D Modeling, Unity, Unreal Engine, C#, Shader Programming, Blender",Mid-Level,Ar-Ge Merkezi,İstanbul
JOB_04566,Mid-Level Frontend Developer,Yazılım Geliştirme,"Yazılım Geliştirme sektöründe faaliyet gösteren Scale-up'ümüz için Mid-Level Frontend Developer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Java, React, C++, Redis, Go konularında deneyim. Ayrıca  teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Java, React, C++, Redis, Go",Mid-Level,Scale-up,Hybrid
